timestamp,text,likes,retweets
2025-03-25 09:37:49+00:00,"Naare it was only Uyanda , Sweet Guluva and Ashley that went to big brother ??? #BBMzansi",10,0
2025-03-25 09:37:16+00:00,"The English: wah, wah we're losing our country 😭
Also The English: Refuse to get out there and fight for the country, bury their heads in the sand, twist themselves into pretzel arguments to convince themselves they're powerless, scared of Big Brother, tear down anyone w/ ideas",0,0
2025-03-25 09:36:38+00:00,"I find it quite amusing that they don't know this $BTC run is caused by nothing other than Big Brother.

There is a reason this run up is primarily caused by perps, the algo bots that simply act in accordance with tradfi. Correlation is back. https://t.co/QCUu1zUSme https://t.co/EhG1NJ3OGk",3,1
2025-03-25 09:36:24+00:00,@goatofifunny @LqV3R_ Big brother of the middle heathcliff trust,0,0
2025-03-25 09:35:52+00:00,@Big_great05 @akka_finance Gm brother,0,0
2025-03-25 09:33:37+00:00,he’s still a big brother…. https://t.co/f3icosgTve,0,0
2025-03-25 09:33:06+00:00,Congratulations ka big brother? Weh. https://t.co/F4fI2WsldM,1,0
2025-03-25 09:32:14+00:00,"@yuriko_hd YES, DAINSLEIF!!! he is one of my comfort characters alongside Dazai because he's got that big brother energy ;-;",0,0
2025-03-25 09:31:35+00:00,@Adebukky01 Yes he said he doesn’t have his phone and the interviewer said “oh yeah you still under big brother” and he agreed to that.,1,0
2025-03-25 09:31:29+00:00,@machibigbrother GM Big Brother,0,0
2025-03-25 09:31:26+00:00,"🔴There's always the South African way, it's called ubuntu🤝

Travis Scott #BBMzansi #TreatMeTuesday #DiscoveryBestBank #SBLove Reece James Swift Tshwane Zozi #podcastandchill Elon Tbo Touch IPID Big Brother Soshanguve Doja Cat Ongama Kusile https://t.co/FSAXyzgHdS",5,2
2025-03-25 09:31:10+00:00,"It's very fair to say that Mr. Boots Ernest is moving up in the Boxing world. He's currently the IBF, WBO &amp; The Ring Magazine 2024-25 Champion, keep up the good work Boots, some big fights coming down the lines brother 👑😔🥊💫💯 https://t.co/9P0V8XB8ut",0,0
2025-03-25 09:30:51+00:00,@sahil3tt Big  brother,1,0
2025-03-25 09:30:32+00:00,@dfwEddie Big W brother,0,0
